,produc_name,alcholicity,capacity,price,keywords
197,명품안동소주 45도 400ml,45%,400ml,28000,"지인선물,명절선물,설선물,추석선물,어버이선물,가족모임,약주잔,술안주,술잔,술,"
198,바다한잔동해소주 17.5도 360ml,17.5%,360ml,2600,"지인선물,명절선물,설선물,추석선물,어버이선물,가족모임,약주잔,술안주,술잔,술,"
199,대한민국 식품명인13호 남상란 빚은 민속주 왕주 52도 375ml,52%,375ml,24800,"지인선물,명절선물,설선물,추석선물,어버이선물,가족모임,약주잔,술안주,술잔,술,"
200,샤토마니 드라이화이트 13도 750ml,화이트,보통,25000,"전통주선물,설선물,추석선물,명절선물,외국인선물,선물용,냠냠맛있는,직장상사선물,직장동료선물,외국인손님선물,"
201,내국양조 화주 25도 375ml,25%,375ml,15500,"전통주선물,설선물,추석선물,명절선물,외국인선물,선물용,직장상사선물,직장동료선물,냠냠맛있는,외국인손님선물,"
202,모월 인 41도 500ml,41%,500ml,47300,"전통주선물,설선물,추석선물,명절선물,외국인선물,선물용,직장상사선물,직장동료선물,외국인손님선물,냠냠맛있는,"
203,해방주 18.8도 360도,18.8%,350ml,5500,"전통주선물,설선물,추석선물,명절선물,외국인선물,선물용,직장상사선물,직장동료선물,외국인손님선물,냠냠맛있는,"
204,배혜정도가 심플리 애플 12도,12%,350ml,9000,"전통주선물,설선물,추석선물,명절선물,외국인선물,선물용,직장상사선물,직장동료선물,외국인손님선물,은사님선물,"
205,배혜정도가 로아19 화이트,19%,350ml,8700,"전통주선물,설선물,추석선물,명절선물,외국인선물,선물용,냠냠맛있는,직장상사선물,직장동료선물,은사님선물,"
206,배혜정도가 로아19 레드 350ml,19%,350ml,12000,"전통주선물,설선물,추석선물,명절선물,외국인선물,선물용,직장상사선물,직장동료선물,은사님선물,외국인손님선물,"
207,배혜정도가 로아40 레드 350ml,40%,350ml,22000,"전통주선물,설선물,추석선물,명절선물,외국인선물,선물용,직장상사선물,직장동료선물,은사님선물,냠냠맛있는,"
208,로아 40 옐로우,40%,350ml,22000,"전통주선물,설선물,추석선물,명절선물,외국인선물,선물용,은사님선물,직장동료선물,직장상사선물,냠냠맛있는,"
209,로아 19 옐로우,19%,350ml,12000,"전통주선물,설선물,추석선물,명절선물,외국인선물,선물용,냠냠맛있는,직장상사선물,직장동료선물,"
210,배혜정도가 로아40 화이트 350ml,40%,350ml,18000,"전통주선물,설선물,추석선물,명절선물,외국인선물,선물용,직장상사선물,직장동료선물,은사님선물,냠냠맛있는,"
211,밀담24,24%,375ml,14200,"전통주선물,설선물,추석선물,명절선물,외국인선물,선물용,냠냠맛있는,직장상사선물,직장동료선물,은사님선물,"
212,밀담 52 52도 360ml,52%,360ml,22200,"전통주선물,설선물,추석선물,명절선물,외국인선물,선물용,직장상사선물,직장동료선물,냠냠맛있는,"
213,초선의 꿈,로제,부드러움,20000,"전통주선물,생신선물,혼술,신혼부부선물,냠냠맛있는,집들이선물용,한국와인,외국인손님선물,상견례선물,모임선물,"
214,한주양조 한주 35도 360ml 증류식 소주,35%,360ml,12000,"지인선물,친구선물,부모님선물,크리스마스선물,친구생일선물,파티,집들이선물,전통주선물,술,신혼부부선물,"
215,[제주본초] 제주 전통주 동백꽃 제주 16도 365ml,16%,365ml,12000,"설선물,추석선물,명절선물,전통주선물,특별한선물,외국인선물,어른선물,어버이선물,친구선물,"
216,[우아미와이너리] 우아미 와인 레드 11도 750ml,레드,유리병,27000,"지인선물,크리스마스선물,친구생일선물,전통주선물,신혼부부선물,모임선물,와인선물,한국와인,집들이용선물,직장상사선물,"
217,[두레양조] 두레앙 22도 375ml 거봉포도 증류주 2018 증류주 최우수상,22%,"상품정보 제공고시제품명상품상세참조식품의 유형상품상세참조생산자상품상세참조소재지상품상세참조제조연월일상품상세참조유통기한 또는 품질유지기한상품상세참조포장단위별 내용물의 용량(중량), 수량상품상세참조포장단위별 수량상품상세참조원재료명 및 함량상품상세참조영양성분상품상세참조유전자변형식품에 해당하는 경우의 표시해당사항 없음소비자안전을 위한 주의사항지나친 음주는 뇌졸중, 기억력 손상이나 치매를 유발합니다. 임신 중 음주는 기형아 출생 위험을 높입니다. 19세 미만 판매금지수입식품에 해당하는 경우해당사항 없음",6400,"지인선물,명절선물,설선물,추석선물,어버이선물,가족모임,약주잔,술안주,술잔,술,"
218,[와인코리아] 샤토마니 스위트 레드 750ml 12%,레드,부드러움,25000,"지인선물,친구선물,부모님선물,크리스마스선물,친구생일선물,파티,집들이선물,전통주선물,술,신혼부부선물,"
219,[국순당 여주명주] 려 고구마증류소주 25도 375ml,25%,375ml,24000,"명절선물,부모님생신,전통주선물,설선물,추석선물,외국인선물,어버이날선물,직장상사선물,직장동료선물,냠냠맛있는,"
220,[국순당 여주명주] 려 고구마증류소주 40도 375ml,40%,375ml,42000,"명절선물,부모님생신,전통주선물,설선물,추석선물,외국인선물,어버이날선물,직장상사선물,직장동료선물,은사님선물,"
221,[국순당 여주명주] 려 증류소주 25도 375ml,25%,375ml,15000,"명절선물,부모님생신,전통주선물,설선물,추석선물,외국인선물,어버이날선물,직장상사선물,냠냠맛있는,"
222,[국순당 여주명주] 려 증류소주 40도 375ml,40%,375ml,24000,"명절선물,부모님생신,전통주선물,설선물,추석선물,외국인선물,어버이날선물,직장상사선물,직장동료선물,은사님선물,"
223,[예산사과와인] 추사백40도 500ml + 25도  350ml 일반증류주,40%,500ml,45000,"초콜릿향기,사과향,바닐라향,설선물,친구선물,추석선물,친구,부모님선물,냠냠맛있는,홈캉스,"
224,[예산사과와인] 추사백25 350ml 일반증류주,25%,350ml,12000,"초콜릿향기,사과향,바닐라향,설선물,친구선물,추석선물,친구,부모님선물,냠냠맛있는,홈캉스,"
225,문배술 헤리티지 40도 500ml,40%,500ml,31900,"명절선물,설선물,추석선물,명절,차례,제사,부모님선물,친구,전통적인,"
226,와쥬블루,6.7%,750ml,17900,"시원한,야외,캠핑감성용품,파티,저녁식사,전통주선물,집들이선물,신혼부부선물,"
227,[도란원] 샤토미소 웨딩 자두와인 12도 375ml,스위트,12%,22000,"지인선물,친구선물,크리스마스선물,친구생일선물,전통주선물,술,신혼부부선물,냠냠맛있는,직장동료선물,직장상사선물,"
228,전주이강주 조선3대명주 이강주 특1호 25도 400ml,25%,400ml,36000,"지인선물,명절선물,설선물,추석선물,친구,설,추석,부모님,분위기있는,"
229,[시트러스] 미상 25도 350ml 제주감귤증류주,25%,350ml,13000,"추석선물,선물,고마운마음,멋진선물,전통주선물,선물세트,부모님선물,회사선물세트,설선물,"
230,밀담40,40%,375ml,19900,"전통주선물,설선물,추석선물,명절선물,외국인선물,선물용,"
231,[예산사과와인] 추사백 500ml 일반증류주,40%,500ml,30000,"초콜릿향기,사과향,바닐라향,설선물,친구선물,추석선물,친구,부모님선물,냠냠맛있는,홈캉스,"
232,정분나다 16도 375ml,16%,375ml,15000,"지인선물,명절선물,설선물,추석선물,어버이선물,가족모임,약주잔,술안주,술잔,술,"
233,[영덕주조] 증강현실 도원결의40 40도 360ml 복숭아 증류주,40%,360ml,12900,"지인선물,명절선물,설선물,추석선물,어버이선물,가족모임,약주잔,술잔,술,홈캉스,"
234,[그린영농조합] 그랑꼬또 와인 청수 750ml,화이트,부드러움,65000,"지인선물,감성캠핑,저녁식사,포도주,명절선물세트,은사님선물,직장동료선물,직장상사선물,외국인손님선물,외국인친구선물,"
235,[진도대복] 진도대복홍주 40도 500ml,40%,500ml,20000,"지인선물,친구선물,부모님선물,파티,감성캠핑,홈캉스,설날선물,설선물,생일선물,집들이선물,"
236,보자기 선물 포장 세트,"상품정보 제공고시제품명상품상세참조식품의 유형상품상세참조생산자상품상세참조소재지상품상세참조제조연월일상품상세참조유통기한 또는 품질유지기한상품상세참조포장단위별 내용물의 용량(중량), 수량상품상세참조포장단위별 수량상품상세참조원재료명 및 함량상품상세참조영양성분상품상세참조유전자변형식품에 해당하는 경우의 표시해당사항 없음소비자안전을 위한 주의사항지나친 음주는 뇌졸중, 기억력 손상이나 치매를 유발합니다. 임신 중 음주는 기형아 출생 위험을 높입니다. 19세 미만 판매금지수입식품에 해당하는 경우해당사항 없음",상품상세참조,2000,"보자기,선물포장,포장,선물용케이스,선물세트,선물포장지,선물포장용품,"
237,흰색무지 종이 쇼핑백,"상품정보 제공고시제품명상품상세참조식품의 유형상품상세참조생산자상품상세참조소재지상품상세참조제조연월일상품상세참조유통기한 또는 품질유지기한상품상세참조포장단위별 내용물의 용량(중량), 수량상품상세참조포장단위별 수량상품상세참조원재료명 및 함량상품상세참조영양성분상품상세참조유전자변형식품에 해당하는 경우의 표시해당사항 없음소비자안전을 위한 주의사항지나친 음주는 뇌졸중, 기억력 손상이나 치매를 유발합니다. 임신 중 음주는 기형아 출생 위험을 높입니다. 19세 미만 판매금지수입식품에 해당하는 경우해당사항 없음",상품상세참조,1000,"보자기,선물포장,선물백,선물포장용품,쇼핑백포장,선물포장지,"
238,보자기 선물 포장 세트,"상품정보 제공고시제품명상품상세참조식품의 유형상품상세참조생산자상품상세참조소재지상품상세참조제조연월일상품상세참조유통기한 또는 품질유지기한상품상세참조포장단위별 내용물의 용량(중량), 수량상품상세참조포장단위별 수량상품상세참조원재료명 및 함량상품상세참조영양성분상품상세참조유전자변형식품에 해당하는 경우의 표시해당사항 없음소비자안전을 위한 주의사항지나친 음주는 뇌졸중, 기억력 손상이나 치매를 유발합니다. 임신 중 음주는 기형아 출생 위험을 높입니다. 19세 미만 판매금지수입식품에 해당하는 경우해당사항 없음",상품상세참조,5700,"보자기,선물포장,포장소품,포장재,선물포장지,선물포장용품,포장백,"
239,식품명인 조선3대 이강주 죽력고 감홍로 세트,25%,500ml,160000,"명절선물,설선물,추석선물,가족모임,냠냠맛있는,홈캉스,집들이선물,지인선물,술,전통주선물,"
240,[초가] 한청 15도 700ml,15%,700ml,19000,"지인선물,명절선물,설선물,추석선물,어버이선물,가족모임,술,집들이선물,혼술,전통주선물,"
241,금산인삼주 금설 35도 375ml,35%,375ml,35000,"지인선물,친구선물,부모님선물,파티,감성캠핑,홈캉스,설날선물,설선물,금가루,생일선물,"
242,[아이비영농] 허니비 와인 8도 500ml,화이트,부드러움,38500,"지인선물,친구선물,크리스마스선물,친구생일선물,신혼부부선물,냠냠맛있는,직장동료선물,직장상사선물,외국인친구선물,은사님선물,"
243,아이비영농 허니문 와인 10도 375ml,화이트,부드러움,38500,"지인선물,친구선물,크리스마스선물,친구생일선물,전통주선물,직장동료선물,직장상사선물,은사님선물,외국인친구선물,냠냠맛있는,"
244,[내국양조] 담금주 강주 50도 1800ml,50%,1800ml,13800,"지인선물,명절선물,설선물,추석선물,어버이선물,가족모임,술,담금주,집들이선물,담금술,"
245,여포와인농장 여포의 꿈 화이트와인 12도 375ml,화이트,부드러움,27000,"전통주선물,술,생신선물,혼술,결혼선물,친구선물,직장상사선물,직장동료선물,은사님선물,"
246,[도란원] 샤토미소 로제 스위트 와인,레드,부드러움,22000,"지인선물,친구생일선물,파티,집들이선물,전통주선물,술,신혼부부선물,직장동료선물,직장상사선물,"
247,[고도리 와이너리] 고도리 복숭아 와인,화이트,부드러움,39000,"지인선물,친구선물,크리스마스선물,친구생일선물,와인선물,집들이선물용,부부선물,직장상사선물,직장동료선물,"
248,고도리 복숭아와인 6.5도 375ml,화이트,부드러움,22000,"지인선물,친구생일선물,냠냠맛있는,은사님선물,직장상사선물,직장동료선물,와인선물,할아버지선물,화이트와인,복숭아향,"
249,[예산사과와인] 추사40 200ml 일반증류주,40%,200ml,25000,"친구선물,지인선물,부모님선물,부모님추석선물,명절선물,전통주선물,집들이선물,생신선물,담금주,집들이선물용,"
250,[영덕주조] 블링블링 모래별(복숭아맛) 375ml 15%,15%,375ml,25000,"전통주선물,설선물,추석선물,명절선물,외국인선물,선물용,신혼부부선물,술,신혼부부집들이선물,집들이선물,"
251,[영덕주조] 블링블링 노을별(포도맛) 375ml 15%,15%,375ml,25000,"전통주선물,설선물,추석선물,명절선물,외국인선물,선물용,"
252,[영덕주조] 블링블링 바다별(사과맛) 375ml 15%,15%,375ml,25000,"전통주선물,설선물,추석선물,명절선물,외국인선물,선물용,집들이선물,펄,싱그러움,"
253,[우포의아침]약주 청주 조선주조사 300ml 14도,14%,300ml,4400,"지인선물,명절선물,설선물,추석선물,어버이선물,가족모임,청주,전통주선물,깔끔한,깊은맛,"
254,댄싱파파,7%,330ml,5900,"시원한,야외,캠핑감성용품,파티,전통주선물,신혼부부선물,결혼선물,집들이선물,사과맛,"
255,스윗마마 5.5도 330ml,5.5%,330ml,5900,"시원한,야외,캠핑감성용품,파티,전통주선물,집들이선물,신혼부부선물,달콤한,사과맛,"
256,요새로제 6.4도 750ml,6.4%,750ml,17900,"시원한,야외,캠핑감성용품,파티,저녁식사,전통주선물,집들이선물,신혼부부선물,"
257,이강주 주병세트,25%,500ml,62000,"지인선물,명절선물,설선물,추석선물,가족모임,냠냠맛있는,"
258,[술샘] 곰이사랑한 꿀술,16%,375ml,15500,"전통주선물,설선물,추석선물,명절선물,외국인선물,선물용,홈캉스,혼술,혼술안주,술,"
259,[예산사과와인] 추사 사과와인,화이트,부드러움,20000,"지인선물,크리스마스선물,친구생일선물,전통주선물,집들이선물,직장상사선물,직장동료선물,외국인친구선물,은사님선물,"
260,밀월 잔속의 달 12,12%,375ml,6500,"전통주선물,설선물,추석선물,명절선물,외국인선물,선물용,집들이선물,"
261,예천주 복40,40%,360ml,18000,"전통주선물,설선물,추석선물,명절선물,외국인선물,선물용,달달한,어른선물,상큼한,"
262,[예산사과와인] 추사40 500ml 일반증류주,40%,500ml,60000,"초콜릿향기,사과향,바닐라향,설선물,친구선물,추석선물,전통주선물,어른선물,오크통,외국인선물,"
263,만월 예천주 복24,24%,360ml,12000,"전통주선물,설선물,추석선물,명절선물,외국인선물,선물용,달달한,상큼한,어른선물,"
264,럼PHAT 42도,42%,300ml,7800,"전통주선물,설선물,추석선물,명절선물,외국인선물,선물용,친구선물,과실,살구향,"
265,럼PHAT 36.5도,36.5%,300ml,7100,"전통주선물,명절선물,부부선물,집들이선물,생신선물,친구선물,살구향,피치,과실,"
266,럼PHAT 22도,22%,300ml,5300,"전통주선물,설선물,추석선물,명절선물,선물용,살구향,과실,친구선물,피치,"
267,럼PHAT 16.8도,16.8%,300ml,5000,"전통주선물,설선물,추석선물,명절선물,외국인선물,선물용,살구향,과실,"
268,[공주 밤 증류주] 왕율주 40도 360ml 국내 최초 밤 증류주,40%,360ml,14000,"지인선물,명절선물,설선물,추석선물,어버이선물,가족모임,약주잔,술안주,술잔,술,"
269,[공주 밤 증류주] 왕율주 33도 330ml 국내 최초 밤 증류주,33%,330ml,11000,"지인선물,명절선물,설선물,추석선물,어버이선물,가족모임,약주잔,술안주,술잔,술,"
270,[공주 밤 증류주] 왕율주 25도 330ml 국내 최초 밤 증류주,25%,360ml,9000,"지인선물,명절선물,설선물,추석선물,어버이선물,가족모임,약주잔,술안주,술잔,술,"
271,[추성고을] 해원 40도 400ml 통영 고구마 증류주,40%,400ml,40000,"지인선물,명절선물,설선물,추석선물,어버이선물,가족모임,약주잔,술안주,술잔,술,"
272,[내장산복분자] 내장산복분자주 16도 600ml 프리미엄,16%,"상품정보 제공고시제품명상품상세참조식품의 유형상품상세참조생산자상품상세참조소재지상품상세참조제조연월일상품상세참조유통기한 또는 품질유지기한상품상세참조포장단위별 내용물의 용량(중량), 수량상품상세참조포장단위별 수량상품상세참조원재료명 및 함량상품상세참조영양성분상품상세참조유전자변형식품에 해당하는 경우의 표시해당사항 없음소비자안전을 위한 주의사항지나친 음주는 뇌졸중, 기억력 손상이나 치매를 유발합니다. 임신 중 음주는 기형아 출생 위험을 높입니다. 19세 미만 판매금지수입식품에 해당하는 경우해당사항 없음",34000,"지인선물,명절선물,설선물,추석선물,어버이선물,가족모임,약주잔,술안주,술잔,술,"
273,참조은 안동쏘주 16.9도 360ml,16.9%,360ml,2460,"지인선물,명절선물,설선물,추석선물,어버이선물,가족모임,약주잔,술안주,술잔,술,"
274,[영덕주조] 도원결의 15도 375ml 복숭아 증류주,15%,375ml,6310,"지인선물,명절선물,설선물,추석선물,어버이선물,가족모임,약주잔,술안주,술잔,술,"
275,[조은술세종] 이도 42도 375ml 친환경 유기농 쌀,42%,375ml,28500,"지인선물,명절선물,설선물,추석선물,가족모임,술안주,차례,제사,친구,부모님,"
276,[제주샘주] 제주도 소주 고소리술 40도 500ml 소줏고리 도자기,40%,500ml,80000,"지인선물,명절선물,설선물,추석선물,어버이선물,가족모임,약주잔,술안주,술잔,술,"
277,민속주 궁중술 왕주 25도 375ml 남상란 명인증류주,25%,375ml,14800,"지인선물,명절선물,설선물,추석선물,어버이선물,가족모임,약주잔,술안주,술잔,술,"
278,[민속주왕주] 왕주 13도 375ml 대한민국식품명인 13호 남상란 제품,13%,375ml,6100,"지인선물,명절선물,설선물,추석선물,어버이선물,가족모임,약주잔,술안주,술잔,술,"
279,[명가원] 대한민국 식품명인 녹파주 375ml 15도 고려시대의 고급 약주,15%,375ml,10000,"설선물,추석선물,명절선물,전통주선물,특별한선물,외국인선물,어른선물,어버이선물,혼술,혼술혼밥,"
280,시트러스 혼디주 12도 330ml,12%,330ml,8200,"추석선물,선물,고마운마음,멋진선물,전통주선물,선물세트,부모님선물,회사선물세트,설선물,제주감귤,"
281,청와대대잎술 도자기 선물세트 500ml 12%,12%,500ml,30000,"추석선물,선물,고마운마음,멋진선물,청와대,전통주선물,선물세트,부모님선물,회사선물세트,"
282,주몽 복분자주 13도 375ml,13%,375ml,7200,"지인선물,명절선물,설선물,추석선물,어버이선물,가족모임,청주,전통주선물,복분자액,"
283,술소리 지리산 강쇠 13도 375ml,13%,375ml,2550,"지인선물,명절선물,설선물,추석선물,어버이선물,가족모임,청주,약주잔,혼술,친구선물,"
284,황진이 12도 375ml,12%,375ml,4000,"지인선물,명절선물,설선물,추석선물,어버이선물,가족모임,청주,약주잔,저녁식사,혼술,"
285,우포의아침 약주 청주 조선주조사 700ml 14도,14%,700ml,9000,"지인선물,명절선물,설선물,추석선물,어버이선물,가족모임,청주,"
286,제주샘주 니모메선물세트 11도 375ml,11%,375ml,9000,"지인선물,명절선물,설선물,추석선물,어버이선물,가족모임,약주잔,제주감귤,전통주선물,"
287,[우포의아침] 살균 약주 우포 12도 500ml,12%,500ml,10000,"지인선물,명절선물,설선물,추석선물,어버이선물,가족모임,"
288,리조 아이스볼 메이커,폴리프로필렌,"상품정보 제공고시제품명상품상세참조식품의 유형상품상세참조생산자상품상세참조소재지상품상세참조제조연월일상품상세참조유통기한 또는 품질유지기한상품상세참조포장단위별 내용물의 용량(중량), 수량상품상세참조포장단위별 수량상품상세참조원재료명 및 함량상품상세참조영양성분상품상세참조유전자변형식품에 해당하는 경우의 표시해당사항 없음소비자안전을 위한 주의사항지나친 음주는 뇌졸중, 기억력 손상이나 치매를 유발합니다. 임신 중 음주는 기형아 출생 위험을 높입니다. 19세 미만 판매금지수입식품에 해당하는 경우해당사항 없음",3000,"아이스볼,트레이,"
289,[제주샘] 소주 고소리술 40도 375ml,40%,375ml,32000,"지인선물,명절선물,설선물,추석선물,어버이선물,가족모임,약주잔,술안주,술잔,술,"
290,[제주샘주] 소주 고소리술 29도 375ml,29%,375ml,24000,"지인선물,명절선물,설선물,추석선물,어버이선물,가족모임,약주잔,술,술안주,암반수,"
291,[우포의아침] 살균 약주 우포 12도 325ml,12%,325ml,7000,"지인선물,명절선물,설선물,추석선물,어버이선물,가족모임,술안주,혼술,술잔,"
292,[제주샘]살균 약주 오메기술 13도 375ml,13%,375ml,9000,"지인선물,명절선물,설선물,추석선물,어버이선물,가족모임,약주잔,술안주,술잔,"
293,[밀과노닐다] 소주 안동진맥소주 375ml 22도,22%,375ml,22000,"설선물,추석선물,명절선물,부모님생신,전통주선물,혼술족,안주,술잔,혼술,혼밥요리,"
294,[밀과노닐다] 소주 안동진맥소주 500ml 53도,53%,500ml,127000,"설선물,추석선물,명절선물,부모님생신,혼술족,술안주,혼술,혼밥요리,술잔,생신선물,"
295,[밀과노닐다] 소주 안동 진맥소주 200ml 53도,53%,200ml,52000,"설선물,추석선물,명절선물,부모님생신,전통주선물,혼술족,안주,술잔,혼술,"
296,[밀과노닐다] 일반증류주 안동 진맥소주 500ml 40도,40%,500ml,49000,"설선물,추석선물,명절선물,부모님생신,전통주선물,혼술족,혼술,혼밥요리,술안주,술잔,"
297,[밀과노닐다] 소주 안동 진맥소주 200ml 40도,40%,200ml,22000,"설선물,추석선물,명절선물,부모님생신,전통주선물,혼술족,혼술,혼술혼밥,"
298,[술샘] 꿀샘 375ml 16도 맛있는 꿀술,16%,375ml,15000,"전통주선물,설선물,추석선물,명절선물,외국인선물,선물용,홈캉스,혼술,혼술안주,술,"
299,서울의밤 명랑스컬 17도 375ml,17%,375ml,6200,"전통주선물,설선물,추석선물,명절선물,선물용,술안주,혼술,혼술혼밥,"
300,[솔송주] 리큐르주 식품명인 솔송주 와당 도자기 700ml 13도,13%,700ml,36000,"설선물,추석선물,명절선물,전통주선물,특별한선물,외국인선물,어른선물,어버이선물,혼술,혼술혼밥,"
301,[솔송주] 식품명인 솔송주 백자 400ml 40도,40%,400ml,35000,"설선물,추석선물,명절선물,전통주선물,특별한선물,외국인선물,어른선물,어버이선물,혼밥요리,혼술,"
302,솔송주 13도 375ml,13%,375ml,9000,"설선물,추석선물,명절선물,전통주선물,특별한선물,외국인선물,어른선물,어버이선물,감칠맛,만찬,"
303,솔송주 담솔 40도 500ml,40%,500ml,28000,"설선물,추석선물,명절선물,전통주선물,특별한선물,외국인선물,어른선물,어버이선물,"
304,[조선3대명주] 감홍로+죽력고+이강주 유리병 모음,25%,375ml,60000,"명절선물,설선물,추석선물,가족모임,냠냠맛있는,직장상사선물,직장동료선물,은사님선물,외국인손님선물,"
305,이강주 19도 375ml,25%,375ml,13000,"명절선물,설선물,추석선물,가족모임,냠냠맛있는,전통주선물,일러스트,청량한,어른선물,고급케이스,"
306,조은술 세종 찰옥수수 6도 750ml,6%,750ml,2000,"냠냠맛있는,명절선물,어버이날선물,추석선물,설선물,가족모임,찰옥수수,구수한,우리쌀로만든,"
307,조은술 세종 바나나 4도 750ml 막걸리형 전통주,4%,750ml,2000,"냠냠맛있는,명절선물,어버이날선물,추석선물,설선물,가족모임,살균,바나나우유,달콤한,"
308,우도 땅콩 전통주 6도 750ml,6%,750ml,3500,"냠냠맛있는,명절선물,어버이날선물,추석선물,설선물,가족모임,술,고소한,전통주선물,"
309,감홍로 별주부전 40도 360ml,40%,360ml,36000,"안동소주,차례주,술선물,술쇼핑몰,홈술,명절선물,어버이날선물,추석선물,설선물,문배술문배주,"
310,태인양조장 죽력고 32도 700ml,32%,700ml,90000,"지인선물,명절선물,설선물,추석선물,어버이선물,가족모임,차례상,"
311,이강주 2호 25도 750ml,25%,750ml,29500,"지인선물,명절선물,설선물,추석선물,가족모임,냠냠맛있는,"
312,이강주 5호 25도 500ml,25%,500ml,28000,"지인선물,명절선물,설선물,추석선물,가족모임,냠냠맛있는,전통주선물,깔끔한,호리병,백자,"
313,이강주 25도 400ml,25%,375ml,13000,"명절선물,설선물,추석선물,가족모임,답례,혼술,파티,지인선물,전주,명인,"
314,안동소주 일품 골드 40도 500ml,40%,500ml,26500,"명절선물,부모님생신,파티,선물용,전통주선물,추석선물,설선물,선물세트,외국인선물,술안주,"
315,금산인삼주 약주 12.5도 360ml,12.5%,360ml,5900,"명절선물,설선물,추석선물,복날,부모님선물,어른선물,전통주선물,"
316,토향 녹고의 눈물 300ml 유리병,16%,300ml,16000,"명절선물,설선물,전통주선물,추석선물,명절고급선물,제주도오가피,어른선물,감미로운,깔끔한,"
317,문배술 25도 375ml,25%,375ml,11000,"명절선물,설선물,추석선물,차례,명절,제사,전통주선물,어른선물,부드러운,"
318,하이드로 토닉워터 300ml,페트병,1병,800,"청량감,신선한느낌,먹기편한,맛나는,시원함,"
319,토마스 헨리 토닉워터 200ml,유리병,1병,3900,"맛나는,신선한느낌,집에서즐기는,누구나좋아하는,상쾌함,"
320,토마스 헨리 토닉워터 200ml,유리병,1개,3900,"맛좋은,맛난,먹기편한,집에서즐기는,사계절,"
321,토마스 헨리 토닉워터 200ml,유리병,1개,3900,"냠냠맛있는,먹기편한,맛나는,누구나좋아하는,"
322,매실원주 13도 375ml,13%,375ml,6200,"전통주선물,설선물,추석선물,명절선물,지인선물,연말모임,부모님생신,황매실,벌꿀,"
323,생강 강황 리큐르 19도 375ml,19%,375ml,12000,"전통주선물,설선물,추석선물,명절선물,연말모임,부모님생신,강황,황금빛,어른선물,"
324,오미자 리큐르 16도 375ml,16%,375ml,12000,"전통주선물,설선물,추석선물,명절선물,연말모임,어른선물,시부모님선물,오미자주,"
325,명인 안동소주 호리병 45도 800ml,45%,800ml,38000,"명절선물,설선물,추석선물,집들이선물,어버이날선물,혼술,혼술안주,전통주선물,어른선물,깔끔한,"
326,명인안동소주 호리병 45도 400ml,45%,400ml,24000,"전통주선물,설선물,명절선물,추석선물,어버이날선물,부모님선물,외국인선물,선물용술잔,"
327,명인 안동소주 35도 360ml,35%,360ml,7900,"전통주선물,설선물,명절선물,추석선물,어버이날선물,외국인선물,연말모임,어른선물,은은한향,부드러운,"
328,명인 안동소주 22도 360ml,22%,360ml,5000,"전통주선물,설선물,추석선물,명절선물,외국인선물,어버이날선물,안동,부드러운,은은한향,"
329,와우라 루즈 16도 375ml,16%,375ml,30000,"명절선물,연말모임,집들이용선물,파티선물,오로라식도,친구,전통주선물,달콤한,"
330,와우라 바이올렛 16도 375ml,16%,375ml,30000,"명절선물,연말모임,집들이선물용,전통주선물,성년의날선물,파티선물,파티,친구모임,"
331,죽력고 25도 350ml 양대수 명인,25%,350ml,13000,"설선물,명절선물,추석선물,지인선물,부모님선물,전통주선물,외국인선물,어른선물,파티선물,"
332,미르 미니어쳐  54 100ml,54%,100ml,12000,"전통주선물,설선물,추석선물,명절선물,지인선물,부모님생신,외국인선물,"
333,미르 미니어쳐  40 100ml,40%,100ml,8500,"전통주선물,설선물,추석선물,명절선물,지인선물,부모님생신,외국인선물,"
334,미르 미니어쳐 25 100ml,25%,100ml,7000,"전통주선물,설선물,추석선물,명절선물,지인선물,연말모임,부모님생신,외국인선물,어른선물,"
335,감사블루 14도 375ml,14%,375ml,15000,"전통주선물,설선물,추석선물,명절선물,지인선물,연말모임,부모님생신,외국인선물,"
336,그리움 차례주 14도 700ml,14%,700ml,19000,"전통주선물,설선물,추석선물,명절선물,지인선물,연말모임,부모님생신,외국인선물,차례,제사,"
337,붉은원숭이 10.8도 375ml,10.8%,375ml,8500,"전통주선물,설선물,추석선물,명절선물,지인선물,연말모임,부모님생신,외국인선물,"
338,술샘 미르25 25도 375ml,25%,375ml,18000,"전통주선물,설선물,추석선물,명절선물,지인선물,연말모임,부모님생신,외국인선물,"
339,술샘 미르40 40도 375ml,40%,375ml,29000,"전통주선물,설선물,추석선물,명절선물,연말모임,부모님생신,외국인선물,"
340,술샘 미르54 54도 375ml,54%,375ml,38000,"명절선물,부모님생신,전통주선물,설선물,추석선물,외국인선물,어버이날선물,"
341,서울의밤 25도 375ml,25%,375ml,7900,"전통주선물,설선물,추석선물,명절선물,지인선물,연말모임,부모님생신,외국인선물,"
342,녹천 한산소곡주 살균주 1800ml_16도,16%,1800ml,26000,"전통주선물,설선물,추석선물,명절선물,지인선물,연말모임,부모님생신,외국인선물,차례,제사,"
343,한산소곡주 16도 750ml,16%,750ml,14000,"전통주선물,설선물,추석선물,명절선물,지인선물,연말모임,부모님생신,외국인선물,차례,제사,"
344,안동소주 일품 40도 350ml,40%,350ml,8600,"전통주선물,설선물,추석선물,명절선물,지인선물,연말모임,부모님생신,외국인선물,어버이날선물,"
