,product_name,score,customerID,comments
0,진로 토닉워터,5,jeng***,싸게 잘 사서 기쁘네요
1,오미자 생막걸리,4,kesu*****,오미자를 좋아해서 주문했어요. 색깔은 좋은데 맛은 맛없지도 맛있지도 않은 보통맛. 그래도 다시 주문할지도. 사장님께 조언 한마디 할게요. 오미자 열매를 포도알같이 톡 터질때 넣으시면 2.4% 가 아니라 1/10만 넣어도 색상이 세계 최고가 될거에요. 오미자 소주를 담가봐서 알아요.더보기
2,오미자 생막걸리,4,hika*******,잘마셨습니다 포장 꼼꼼햐서 좋아요
3,김보성의 의리남 소주 16.5도 360ml,5,kool*****,일단..병이 멋집니다. ㅋㅋㅋ공병도 왠지 버리기 싫어 나뒀습니다. 2번째 구매인대 이번엔 잔까지 같이 시켜서 마시니 더욱 맛나네요. 도수도 적당해서 여성분들 마시기도 좋을 것 같네요. 강추!
4,김보성의 의리남 소주 16.5도 360ml,5,ll12***,포장도 엄청 꼼꼼하게 되어와서 깨짐 걱정이 하나도 안갈정도였어요! 소주잔때문에 구매하게되었는데 소주맛도 괜찮았어요:)
5,김보성의 의리남 소주 16.5도 360ml,5,runa****,포장 잘 되어있고 맛도 좋습니다 항상 만족합니다 감사합니다
6,김보성의 의리남 소주 16.5도 360ml,5,rice*****,배송빠르구 엄청 꼼꼼튼튼하게 포장해주셔서 감사합니다~~ 자주애용할게용^^
7,김보성의 의리남 소주 16.5도 360ml,5,schi*******,어서 맛난 안주와 즐기고 싶어요 😆
8,김보성의 의리남 소주 16.5도 360ml,5,wcn0****,지인 선물용으로 구매했어요!
9,김보성의 의리남 소주 16.5도 360ml,5,leey******,빠른배송 꼼꼼한포장 모두만족합니다
10,김보성의 의리남 소주 16.5도 360ml,4,ek****,재미 있어서 구입했어요
11,김보성의 의리남 소주 16.5도 360ml,5,wogn*******,술 맛 좋네요 감사합니다
12,김보성의 의리남 소주 16.5도 360ml,5,tesl****,빠르게 잘받았습니다.^^
13,김보성의 의리남 소주 16.5도 360ml,5,migi****,가격은 비싼데 포장이랑 배송은 빨라서좋네요..
14,김보성의 의리남 소주 16.5도 360ml,5,diba******,항상잘먹고있습니다..
15,김보성의 의리남 소주 16.5도 360ml,5,diba******,재구매매번잘먹고있어요...
16,이강주 선물세트 29호 25도,5,ll****,빠른배송 감사합니다 선물용이라서 맛은 제가 못보내요 ㅎㅎ 그게 좀 아쉽네요 포장도 꼼꼼히 해주셔서 감사합니다 .
17,추성주 흑자 도자기 선물세트,5,jina********,빠른 배송과 포장 상태가 훌륭해서 좋았습니다.
18,특2호 선물세트,5,your****,문배주 유명한 술 앉은뱅이술
19,특2호 선물세트,5,gmlt******,배송 빨랐어요! 선물용으로 굿이에요
20,특2호 선물세트,5,mina*****,추석 선물로 드렸는데 좋다고 하시네요
21,문배술 특1호세트 40도 400ml,5,yaho*******,선물용으로 아주 좋습니다
22,문배술 특1호세트 40도 400ml,5,soul*******,선물용으로 샀어요.
23,양반안동소주 선물세트 연꽃 흑자 45도 600ml+전용잔 1개,5,arey******,배송빠르고 선물용으로좋습니다  흑도자기 흔하지 않아서 더이쁘네요. ㅎㅎ
24,양반안동소주 선물세트 연꽃 흑자 45도 600ml+전용잔 1개,5,love*****,가격대비 술병도 멋있고 구성도 너무 좋았습니다. 맛은 아직 추석선물이라  맛보진 않았습니다. 박스 옆부분이  살짝 찢겨저서 기분이 조금은 상했지만  다른것 들이 그것들을 상쇄시켜 괜찮았습니다. 좋은 선물  하겠습니다. 감사합니다.
25,양반안동소주 선물세트 연꽃 흑자 45도 600ml+전용잔 1개,5,zenm***,잘 받았습니다. 좋아요.
26,우희열 명인 한산소곡주 어주 선물세트 18도 700ml  잔 2개,5,hiph********,포장도 튼튼하게 되고 금방 옵니다
27,우희열 명인 한산소곡주 어주 선물세트 18도 700ml  잔 2개,5,ba****,한달사용기맛있네요 포장도 선물용으로 좋았습니다
28,우희열 명인 한산소곡주 어주 선물세트 18도 700ml  잔 2개,5,brig****,감사합니다. 많이 파십쇼~
29,우희열 명인 한산소곡주 어주 선물세트 18도 700ml  잔 2개,5,idlw*******,포장 꼼꼼하게 잘왔습니다 감사합니다.
30,우희열 명인 한산소곡주 어주 선물세트 18도 700ml  잔 2개,5,dong******,꼼꼼하게 포장되어왔어요! 추석때 어르신들 선물로 드렸더니 좋아하시네요!
31,우희열 명인 한산소곡주 어주 선물세트 18도 700ml  잔 2개,5,hee9*****,먹어보고 맛있어서 선물했는데 병이 너무 멋있다고 좋아하고 맛도 좋아서 좋아해요
32,우희열 명인 한산소곡주 어주 선물세트 18도 700ml  잔 2개,5,hee9*****,"먹어보고 남자친구, 일하는 직장 상사분께 선물들렸는데 매우 좋아했어요!"
33,우희열 명인 한산소곡주 어주 선물세트 18도 700ml  잔 2개,5,knig*******,아주 꼼꼼히 포장해주셔서 무사히 왔네요
34,우희열 명인 한산소곡주 어주 선물세트 18도 700ml  잔 2개,5,ah****,우희열 명인 한산소곡주 어주 선물세트 18도 700ml+전용잔 2개
35,우희열 명인 한산소곡주 어주 선물세트 18도 700ml  잔 2개,5,rkaw*****,맛있어요 감사합니다 수고하세요
36,우희열 명인 한산소곡주 어주 선물세트 18도 700ml  잔 2개,5,mws1***,할머니 할아버지도 그리 거부감 없이 드셨습니다 내년 명절에도 다시 구매할께요
37,우희열 명인 한산소곡주 어주 선물세트 18도 700ml  잔 2개,5,ta****,아직 마셔보진 않았지만 배송 빠르고 포장이 튼튼하네요. 친절하셔서 좋았습니다. 잔하나 더 주셨네요~ 많이 파세요
38,우희열 명인 한산소곡주 어주 선물세트 18도 700ml  잔 2개,5,pair****,상품에 문제가 있었는데 바로 해결해주시고 무엇보다 연락이 잘되어 너무 감사했습니다! 잘 선물하고 꼭 재주문 할게요😊
39,우희열 명인 한산소곡주 어주 선물세트 18도 700ml  잔 2개,4,kim_***,선물로 보내드렸는데 맛있다고 하시네요.  추가 주문하고 싶네요.
40,우희열 명인 한산소곡주 어주 선물세트 18도 700ml  잔 2개,4,kim_***,선물로 보내드렸는데 맛있다고 하시네요.  추가 주문하고 싶네요.
41,우희열 명인 한산소곡주 어주 선물세트 18도 700ml  잔 2개,5,zest***,선물용으로 샀는데 포장도 단단히 해주시고 좋네요!
42,우희열 명인 한산소곡주 어주 선물세트 18도 700ml  잔 2개,5,ext2***,포장 상태 넘좋아요  선물로 보내는것으로 딱입니다
43,우희열 명인 한산소곡주 어주 선물세트 18도 700ml  잔 2개,5,hm****,빠른 배송 감사드립니다.
44,우희열 명인 한산소곡주 어주 선물세트 18도 700ml  잔 2개,5,ba****,잘받았습니다 감사합니다
45,안동소주 일품 특2호 선물세트  40도 400ml x 2병,5,ykjo***,배송도 빠르고 선물용으로 구매했는데 고급져보여 좋았습니다! 사은품 잔도 이뻐요!
46,안동소주 일품 특2호 선물세트  40도 400ml x 2병,5,miss********,지인선물해드렸는데 좋아하시네요
47,안동소주 일품 특2호 선물세트  40도 400ml x 2병,5,miss********,지인선물해드렸는데 좋아하시네요.
48,안동소주 일품 특2호 선물세트  40도 400ml x 2병,5,miss********,지인선물해드렸는데 좋아하시네요.
49,안동소주 일품 특2호 선물세트  40도 400ml x 2병,5,miss********,지인선물해드렸는데 좋아하시네요.
50,안동소주 일품 특2호 선물세트  40도 400ml x 2병,5,miss********,지인선물해드렸는데 좋아하시네요.
51,문배술 헤리티지 세트 25도 375ml,5,wsh0***,예비신랑 집 저녁초대 받아서 결혼전 인사갈때 가는데 아버님께서 반주 좋아하셔서 선물 🎁 준비했습니다
52,문배술 헤리티지 세트 25도 375ml,5,cher******,배송 빠르고 다른곳보다 저렴하니 좋습니다 포장도 잘 되어왔어요 선물용으로 구매했습니다
53,문배술 헤리티지 세트 25도 375ml,5,rene******,한달사용기맛이 좋습니다 추천
54,문배술 헤리티지 세트 25도 375ml,5,rene******,매번 구매하고 있습니다
55,문배술 헤리티지 세트 25도 375ml,5,phk1***,선물용으로 샀는데 좋네요
56,한주양조 서각 25도 400ml + 잔 2EA + 쇼핑백,4,naya****,배송 빠르고 좋아요~~!!
57,우리술상회 3본입 손잡이 케이스 선물상자,5,cype****,선물용 박스로 너무 이쁩니다 받는분이 좋아하셨어요
58,영덕주조 블링블링 주간감성 노을별 15도 360ml,5,kaza***,배송 빠르고 좋아요
59,영덕주조 블링블링 주간감성 노을별 15도 360ml,5,psr8***,빠른배송 꼼꼼한 포장  맛있게 잘 먹었습니다
60,영덕주조 블링블링 주간감성 노을별 15도 360ml,5,bloo***,빠르게 잘받았습니다
61,영덕주조 블링블링 주간감성 바다별 15도 360ml,5,ofth*****,포장이 진짜 기가막히게 좋음  술색이 이쁨
62,영덕주조 블링블링 주간감성 바다별 15도 360ml,5,psr8***,빠른배송 꼼꼼한 포장  맛있게 잘 먹었습니다
63,영덕주조 블링블링 주간감성 바다별 15도 360ml,5,tjdd*****,색깔너무예뻐요~~~~
64,꿀에는 열매가 한가득 모음 오늘도수고했어오미자 도원결의15호랑이 미상25 잭스허니,5,smin*****,선물로 보내드렸는데 받은 분이 너무 좋아해서 뿌듯하네요!
65,꿀에는 열매가 한가득 모음 오늘도수고했어오미자 도원결의15호랑이 미상25 잭스허니,5,dory********,도원결의는 아는 사람은 다 아는 목넘김과 복숭아향의 은은함이 넘 좋습니다. 시원한 느낌과 상큼한 느낌을 꽤 훌륭하게 표현했다고 생각합니다. 오늘도수고했어는 오미자의 맛을 잘 드러냈습니다. 달콤함과 살짝의 쌉쌀함이 기분좋게 목을 타고 들어갑니다.
66,꿀에는 열매가 한가득 모음 오늘도수고했어오미자 도원결의15호랑이 미상25 잭스허니,5,th****,배송도 빠르고 포장도 꼼꼼해요!
67,꿀에는 열매가 한가득 모음 오늘도수고했어오미자 도원결의15호랑이 미상25 잭스허니,5,sooj*******,선물햇는데 받는분이 좋아하셨어요ㅋㅋ
68,꿀에는 열매가 한가득 모음 오늘도수고했어오미자 도원결의15호랑이 미상25 잭스허니,5,woai****,여러가지 구성 맛볼수 있어 좋은데  라벨이 좀 지저분하게 온점은 아쉬워요
69,꿀에는 열매가 한가득 모음 오늘도수고했어오미자 도원결의15호랑이 미상25 잭스허니,5,tu****,맛있어요! 쓰지않아 좋네요
70,꿀에는 열매가 한가득 모음 오늘도수고했어오미자 도원결의15호랑이 미상25 잭스허니,5,32****,배송도 빠르고 좋아요~!!
71,중원당 청명주 백도자기세트,5,momo******,술 좋아하시는 아버지를 위해 선물을 샀더만 건강때문에 못드신다고 하네요..ㅜㅜ  일단 너무 좋아하셨습니다 :)  못드셔도 일단 냅둬놀꺼라고 하시네요ㅋㄱㅋ
72,중원당 청명주 백도자기세트,5,holi****,꼼꼼하게 포장해주셔셔 잘 받았습니다
73,중원당 청명주 백도자기세트,5,sail***,빠른배송감사합니다!
74,중원당 청명주 백도자기세트,5,kelm*****,고급스럽게 마시기 좋은 아주 괜찮은 술입니다.
75,중원당 청명주 백도자기세트,5,qudw******,감사합니다 잘받았습니다.
76,한주양주 매화 35도 700ml,5,slas***,한달사용기외국인 친구한테 선물로 줬는데 너무 좋아하고 맛있데요 특히 병이랑 잔이 너무 맘에 들어했어요
77,한주양주 매화 35도 700ml,5,dori********,추석 선물용으로 해도 좋을듯합니다. 배송도 빠르고 포장도 고급스럽습니다.
78,꿀처럼 끈끈한 우정 모음 의리남 동해소주 밀담 잭스허니,5,meca****,한달사용기증류소주를 워낙 좋아하는지라 구입해본 삼총사 동해소주는 지난번 너무 깔끔한 맛에 매료되서 한번 더 사봤고. 주류박람회때 김보성까지 초청해서 홍보했던 의리남도 궁금했고 역시 17도대 증류소주는 소주의 맛을 제대로 느끼고 싶을때 꼭 필요하다 생각합니다. 도수가 높아질 수록 원액의 맛이 가까워지지만 높은 도수때문에 입안에 여운처럼 남는 맛은 잘 안느껴진다는 생각이거든요.
79,꿀처럼 끈끈한 우정 모음 의리남 동해소주 밀담 잭스허니,5,meca****,주류박람회에서 김보성까지 초빙하면서 의리를 외치던 그 술을 마침내 먹어보게 되네요. 이 술은 가성비가 매우 훌륭하다고 생각할 수 있습니다. 첫모금에 으잉? 하는 느낌이 드는 그런 맛이 있네요. 좋다는 뜻
80,꿀처럼 끈끈한 우정 모음 의리남 동해소주 밀담 잭스허니,5,alee****,"빠른 배송에 꼼꼼한 포장, 맛있는 술"
81,꿀처럼 끈끈한 우정 모음 의리남 동해소주 밀담 잭스허니,3,da****,밀담 소주가 병목 일부 깨져서 왔네요
82,블랙홀 온더락 모음 럼PHAT42블랙 진안블랙18도 도원결의15 안동소주일품40 아이스볼메이커,5,c022*****,술 좋아하는 친구한테 선물했어요. 얼음틀까지 포함되어 있어서 대만족하네요!
83,블랙홀 온더락 모음 럼PHAT42블랙 진안블랙18도 도원결의15 안동소주일품40 아이스볼메이커,5,c022*****,재구매술좋아하는 친구 선물 용으로 제격입니다.
84,블랙홀 온더락 모음 럼PHAT42블랙 진안블랙18도 도원결의15 안동소주일품40 아이스볼메이커,5,egg5***,포장도 꼼꼼하고 같이 주신 아이스볼 잘쓸께요!
85,집들이 선물 모음 럼PHAT블랙42도 추사백25주간감성 도원결의15 의리남소주 우리술상회종이쇼핑백,5,kahy*****,남편이  의리남소주 마셔보고 싶대서  골고루 구성되어있는걸로 사줬어요  아주  입이  귀에 걸렸어요 ..😆 특히  럼 이랑 추사백 마셔보더니 너무 맛있대요 아깝다고 조금씩 따라 마시고있네요 ㅎㅎㅎ 구성넘 좋고 포장도 넘 꼼꼼하고 명절오기전에 또 구매 해야겠어요 !더보기
86,집들이 선물 모음 럼PHAT블랙42도 추사백25주간감성 도원결의15 의리남소주 우리술상회종이쇼핑백,4,ow****,종류별로 다양해서 굿
87,집들이 선물 모음 럼PHAT블랙42도 추사백25주간감성 도원결의15 의리남소주 우리술상회종이쇼핑백,5,hj****,친구집에 초대받아 좋은 시간 가졌습니다.-
88,[내변산] 오디와인 미니어처 세트 13도 90ml 5병+쇼핑백,5,dudd******,"BEST달큰한 오디 맛이 진하게 납니다 알코올 향이 별로 세지 않아서 부담 없이 마시기 좋고, 포도 주스 맛이 살짝 나는 듯해서 술을 잘 못마시는데 분위기는 내고 싶을 때  강력 추천합니다 큰 병 살까 미니어처 살까 고민했는데요, 한 병 말고, 간단하게 한 잔만 마실 거면  미니어처가 좋을 것 같아요 코르크 마개가 아니라서 편하고 한 병 씩 마시니까 남는 것 없어서 좋아요더보기"
89,[내변산] 오디와인 미니어처 세트 13도 90ml 5병+쇼핑백,5,oyj0***,"아직 맛보진 못했지만 .. 다른 술들을 마셨을때 실패가 없었기에 기대하고있습니다.  포장도 너무 꼼꼼하게 선물 받아보는 느낌으로 잘왔습니다. 선물로 보내주신 잔도 잘 사용하겠습니다. 그리고, 박스랑 병이 너무 귀엽고 이뻐서 좋아요."
90,[내변산] 오디와인 미니어처 세트 13도 90ml 5병+쇼핑백,5,di****,미니병이라 귀엽고 놀러가서 먹기 좋아요 ㅎ
91,죽향41 골드라벨,4,hank*******,죽향 특유의 맛과 향이 나서 좋았으나 이질적으로 단 느낌이 없지는 않았어요
92,죽향41 골드라벨,5,bong***,아직 마셔보지는 않았지만 늦은밤 간단히 한잔 할 생각에 벌써 기대되네요
93,죽향41 골드라벨,5,sera****,잘 받았습니다 감사합니다
94,백제소주,5,st****,오랜만에 증류주를 먹어보네요 쌀의 은은한 향이아주좋습니다
95,백제소주,5,doho****,최근 여러증류주마시는데 깔끔한 맛이 그중 최고네요
96,백제소주,5,fixi****,도수에 비해 알콜이 많이 느껴지지않고 아주 부드럽습니다. 풍미는 생각보다는 심심한편입니다.
97,백제소주,5,yimi****,잘왔네요 잘먹을께요 감사합니다
98,백제소주,5,ec****,약간의 기대로 마셨는데 기대 이상으로 괜찮은 술이었습니다. 앞으로 자주 먹게 될 것 같네요.
99,백제소주,4,dion****,술도 사은품도 빠르게 잘받았습니다. 감사합니다.
100,백제소주,5,hpar****,배송도 빠르고 안전하게 잘받았습니다. 아직 먹기는 전이지만 잘 먹겠습니다.
101,백제소주,5,kjh2****,배송은 하루만에 도착했구요~맛은 몇번 경험해서 이제는 익숙하네요. 목넘김도 부드럽고 다음날 개운해서좋네요. 자주 애용하겠습니다~
102,백제소주,5,qs****,술 자체의 풍미가 좋았습니다. 증류싁 소주의 장점이 부드러운 목넘김은 당연하구요
103,백제소주,5,eseu*****,요즘 증류주에 빠저있는데 단연 최고내요. 또 주문해야겠습니다.
104,백제소주,5,abcd***,도수가 좀 있는데도 향도 좋고 부드러웠습니다
105,백제소주,5,jyyo******,타격감이 있고 부트러운게 맛난 증류주네요
106,백제소주,5,hl****,요즘 우리술에 관심생겨서 여러가지 맛보는중에 맛있다는 얘기듣고 구매했어요~포장 정말 맘에들어요ㅋ
107,백제소주,5,rico****,향이좋고 목넘김이 좋음
108,백제소주,4,ymjl******,좋아요좋아요좋아요좋아요
109,백제소주,4,gcjo******,괜찮은술이지만 다듬어져야함
110,백제소주,5,kaza***,배송 빠르고 좋아요
111,꿀과 시원하게 의리남소주 한잔해~ 모음 의리남+잭스허니+왕아이스볼+온더락,5,jiwr***,의리남소주 맛평가가 넘 좋아서 구입했어요.먹어보니 넘부드럽고 뒷맛이 정말 깔끔하네요.술 못먹는저도 술잘먹는 남편.아들.아들친구들도 완전 반했어요.소주중에 의리남소주가 젤 맛있다고하네요.전 술 많이 먹으면 벽에 머리 칠만큼 머리가 아픈데 의리남소주는 전혀 그렇지않아 신기하기도하고 넘 기분좋게 먹었네요. 이구성은 얼음땜에 주문했어요.TV에서 칵테일과술방송에서 나와 넘 예쁘고 얼음도 금방 안녹고 좋겠다생각했는데 구성품에 있어 해봤는데 하기도 간단하고 컵에 딱 들어가 소주를 더 간지나고 시원하게 먹을수 있어 정말 추천드려요.
112,나루 생 막걸리 11.5도 500ml,5,nada*****,어른들도 진짜좋아하고 맛잇어요
113,나루 생 막걸리 11.5도 500ml,5,kimw*****,배송도 빠르고 포장도 꼼꼼해서 좋네요
114,나루 생 막걸리 6도 935ml,5,nada*****,어른들도 진짜 좋아하시네요
115,나루 생 막걸리 6도 935ml,4,kara****,인공적인 맛아 안나서 좋습니다. 재구매 의했습니다.
116,나루 생 막걸리 6도 935ml,5,kl****,개인적으로 가장 큰 기대를 하고있는 막걸리입니다 인공감미료 무첨가와 국내산 쌀사용에 큰 점수를 주고 싶습니다
117,나루 생 막걸리 6도 935ml,4,godl******,제 생각에는 술맛이 거의 안날줄 알았는데 술맛이 나서 좀 센 느낌이 드는데 목넘김이 부드러워서 좋았습니다
118,나루 생 막걸리 6도 935ml,5,khun****,맛있어요! 술 잘 못마시믄데 이건 잘먹는중
119,나루 생 막걸리 6도 935ml,5,kaza***,배송 빠르고 좋아요
120,나루 생 막걸리 6도 935ml,5,dlqm*****,맛있어용!! 재구매 벌써 했어용ㅎ
121,나루 생 막걸리 6도 935ml,5,dlqm*****,재구매엄청 다른건 모르겠지만 일단 재구매요
122,나루 생 막걸리 6도 935ml,5,anne****,선물로 했는데 매우 좋아했어요! 저도 사먹어보려고 합니다.
123,나루 생 막걸리 6도 935ml,5,kimw*****,배송도 빠르고 무엇보다도 포장이 꼼꼼해서 정말 좋아요. 잔도 잘 쓰겠습니다
124,나루 생 막걸리 6도 935ml,5,pa****,배송포장 잘되어 있어 만족합니다.
125,나루 생 막걸리 6도 935ml,5,2s****,재구매한 번 사 먹어보고 또 구매 했어요~! 가족들도 순한 막걸리라고 좋아하네요 :)
126,나루 생 막걸리 6도 935ml,5,2s****,아이스팩 넣어져서 포장 잘 대서 왔고 되게 부드럽고 순한 막걸리예요. 재구매 의사 있어요 ㅎㅎ
127,나루 생 막걸리 6도 935ml,5,reef***,냉매를 물로 변경해 주셨으면 합니다
128,나루 생 막걸리 6도 935ml,5,celt******,방송에 나와서 구입했은데 맛있어요
129,표문생막걸리,5,tesl****,빠르게 잘받았습니다.^^
130,미청,5,holi****,꼼꼼하게 포장해주셔셔 잘 받았습니다
131,오늘도 수고했어 오미자와인,5,jjj6***,선물용으로 좋네요 지인들도좋아하구요
132,오늘도 수고했어 오미자와인,5,cock******,꼼꼼한 포장. 믿을수 있는 제품  감사합니다
133,오늘도 수고했어 오미자와인,5,b2****,한달사용기선물해주기 딱 좋아요👍🏻
134,오늘도 수고했어 오미자와인,5,dark********,잘받았습니다. 많이 파세요.
135,오늘도 수고했어 오미자와인,5,jbhs****,최고의상품 감사합니다
136,오늘도 수고했어 오미자와인,5,mn91****,맛일을거같아여 ㅎㅎ
137,오늘도 수고했어 오미자와인,5,djsi*******,좋은 제품! 선물용 좋아요
138,배혜정도가 도래하 19도 350ml,4,jiwa****,식당에서 먹어보고 삽니다. 도수는 높은데 맛나요
139,배혜정도가 도래하 19도 350ml,4,ek****,추천받아서 구입했어요
140,배혜정도가 도래하 19도 350ml,5,cl****,딮피용으로 구매했어요
141,배혜정도가 도래하 19도 350ml,5,suns******,"한꺼번에 사서 보는 재미, 골라먹는 재미가 있어요!! 좋습니다."
142,배혜정도가 도래하 19도 350ml,5,k778****,"포장 튼튼하고, 잘 왔습니다. 한병 깠는데 괜찮았습니다."
143,배혜정도가 도래하 19도 350ml,5,on****,목넘김도 부드럽고 좋습니다.
144,배혜정도가 도래하 19도 350ml,5,jhyi****,좋은 술입니다. 편하게 샀습니다.
145,병영주조 병영소주 40도 500ml,5,joon***,한달사용기올해 마신 최고의 소주 입니다.  화기를 이렇게 세련되게 잡아 스파이시한 피니시로 완성하시다니. 보리의 고소함과 샤프함이 느껴지는 최고의 소주
146,내국양조 동주 하늘과 바람과 별과 시 세트,5,88gr***,배송 빠르고 포장 튼튼합니다. 다만 선물하기엔 아쉽네요. 포장 상자가 좀 찌그러져 있네요. 상자표면에 칼자국도 있고. 하지만 제가 마시려고 산거라 신경쓰지 않습니다.
147,내국양조 동주 하늘과 바람과 별과 시 세트,5,fort*****,"능이주를 맛있게 잘 먹고 동주를 주문해서 마셔봤는데 향이 너무 좋고, 목 넘김도 좋네요! 부모님 선물로 재 구매 예정이예요. 너무 멋진 잔이 같이 배송되어서 더 좋았고, 포장도 정믈 꼼꼼해서 뜯기 쉽지 않았어요 ㅎ"
148,내국양조 동주 하늘과 바람과 별과 시 세트,4,yhjg******,뽁뽁이로 꼼꼼하게 배송되어 왔네요 ㅎㅎ 다만 같이 온 쇼핑백에 넣었더니 손잡이가 뜯어졌어요;;
149,내국양조 동주 하늘과 바람과 별과 시 세트,5,oops*****,선물받은 이가 매우매우 기뻐했습니다.  갬성적인 술이네요 우리 술 번창하길 바랍니다.
150,내국양조 동주 하늘과 바람과 별과 시 세트,5,soll***,포장 튼튼하게 해주셔서 감사합니다 ~
151,내국양조 동주 하늘과 바람과 별과 시 세트,5,lb****,요즘 전통주에 빠져 있어서 구매했는데 다른 종류도 언능 마시고 싶어요. 자극적이지 않아 너무좋습니다^^
152,내국양조 동주 하늘과 바람과 별과 시 세트,5,juho*******,덕분에 기분 좋은 날 보냈습니다 감사합니다
153,별산 오디 스파클링 막걸리 6.5도 800ml 탄산 막걸리,5,ming******,맛있어요~ 별산 다른 막걸리들도 궁금하네요.
154,별산 오디 스파클링 막걸리 6.5도 800ml 탄산 막걸리,5,hbh0***,탄산이 굉장히 세요. 일반 막걸리 탄산보다 훨씬 센데 입자가 고와서 맛이 독특해요. 막걸리 같지 않고 정말 부드럽고 맛있어요 !
155,별산 오디 스파클링 막걸리 6.5도 800ml 탄산 막걸리,5,abvo***,잘먹어보도록하겟습니다
156,별산 오디 스파클링 막걸리 6.5도 800ml 탄산 막걸리,5,thsg*****,배송빠르고맛있어요 잘마실게요
157,별산 오디 스파클링 막걸리 6.5도 800ml 탄산 막걸리,5,ioi7***,"진하고 부드럽고 달착지근해서 엄청 고급진맛이에요, 또 주문하려구요"
158,별산 오디 스파클링 막걸리 6.5도 800ml 탄산 막걸리,5,jean****,맛있어요!! 포장도 꼼꼼하게 잘 왔습니다~
159,별산 오디 스파클링 막걸리 6.5도 800ml 탄산 막걸리,5,gowj***,아직 먹어보진 못했지만 포장 꼼꼼히 잘해주셔서 너무 만족합니다!
160,별산 오디 스파클링 막걸리 6.5도 800ml 탄산 막걸리,4,lhjg*******,탄산의 시원맛이 오디맛때문에 좀 묻히네요. 뭔가쫌 아쉽
161,양주도가 별산막걸리 6도 800ml,5,myun********,5만원 맞춰서 샀는데 술이 너무 맛있습니다 아스파탐 안들어가고 곡물로만 단맛을 내는 술들을 샀는데 좋은경험했습니다
162,양주도가 별산막걸리 6도 800ml,5,no****,대존맛탱입니다 진짜 요거트향도 나고 맛있어요ㅎㅎ적극 추천!!!!
163,양주도가 별산막걸리 6도 800ml,5,ddoo****,맛있어요ㅠㅠ도수도 낮아서 좋아여
164,양주도가 별산막걸리 6도 800ml,5,hbh0***,특유의 신맛이 너무 좋아요 막걸리같지않고 진짜 맛있어요 ㅠㅜ 맛잇다고 계속 먹으면 은근 취해요 ㅎㅎ
165,양주도가 별산막걸리 6도 800ml,5,bamp*****,홈플에서 먹어보고 맛있어서 주문했는데 정말 맛있어요
166,양주도가 별산막걸리 6도 800ml,5,abvo***,잘먹어보도록하겟습니다
167,양주도가 별산막걸리 6도 800ml,5,func****,포장도 좋고 배송도 빨라서 좋았습니다^^
168,양주도가 별산막걸리 6도 800ml,5,chd1***,근래 마셔본 주류중에 최고
169,양주도가 별산막걸리 6도 800ml,5,jsle*****,포장이 진짜 꼼꼼하고 배송도 정말 빠르더라구요
170,양주도가 별산막걸리 6도 800ml,5,rlaa*******,포장 꼼꼼했고 맛있었어요~ 재주문 의사 있어요
171,양주도가 별산막걸리 6도 800ml,5,ioi7***,진하고 달착지근하지만 질리지않고 고급진맛이에요
172,양주도가 별산막걸리 6도 800ml,5,nell*****,친구가 너무 맛있다고해서 주문했어요 :) 아직 먹어보진 않았는데 기대됩니다~! 포장 꼼꼼히 감사합니다 마셔보고 또 주문할게오!
173,양주도가 별산막걸리 6도 800ml,5,k541*******,포장이 다른곳보다 잘 꼼꼼히 와서 좋았어요!
174,양주도가 별산막걸리 6도 800ml,5,jean****,맛있어요!! 포장도 꼼꼼하게 잘 왔습니다~
175,양주도가 별산막걸리 6도 800ml,5,ched****,복순도가 느낌일줄알았는데 탄산감이 아예없어요 부드러워요^_^
176,양주도가 별산막걸리 6도 800ml,5,elec********,평이 좋아서 사봤는데 만족합니다.
177,양주도가 별산막걸리 6도 800ml,5,yooe*****,마싯습니당 많이파세영
178,와막 막걸리 5도 750ml,5,k4****,생각보다 목넘김 부드럽고 순하고 맜있네요
179,와막 막걸리 5도 750ml,4,kkan******,술이 가벼운 느낌이예요 ㅎㅎ 전 맛있어요 ㅎㅎ 다음에 또 구매할 생각입니다!
180,오늘도 수고했어 오미자술와인,5,cott****,명절에 마셨어요.. 오미자는 좀 호불호가 있네요... 5가지맛나는 오미자이다보니 첫맛은 상큼그자체 향도 좋은데요..끝맛이 쓴맛?이오니 알콜과 합쳐져서 좀 쎈술처럼 알콜맛이 올라오더라고요...🤭🤭🤭그래도 맛있게 잘마셨어요^^;; 술맛이 안나는걸 찾는다면 오미자요아이는 추천안하는걸로요~
181,오늘도 수고했어 오미자술와인,5,oxou***,맛있는 오미자 향이나는 술
182,오늘도 수고했어 오미자술와인,5,sksk***,배송 정말빨라요!! 저번에 먹고 맛있어서 추석때 먹으려고 주문했습니다! 다양한 전통주 맛볼 수 있어 참 좋아요
183,오늘도 수고했어 오미자술와인,5,form*****,오미자 향 찐하고 좋아요!! 마치 오미자 에이드를 마시는 것 같은 ㅎㅎㅎ 저는 대잎술도 너무 맛있다고 생각했는데 오미자가 용호쌍박이네요.. 왜 둘이 같이 셋트인지 알겠다는...ㅋㅋㅋ  딱 여자들 취향 저격인 술 이에요. 선물용으로도 좋을듯 해요.  저는 제가 마시려고 또 사러 올게요~~😊더보기
