total_index,review,review2
369,"['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['가족', '친구', '추천', '선물'] ['가족', '친구', '추천', '선물'] ['가족', '친구', '추천', '선물'] ['가족', '친구', '추천', '선물'] ['가족', '친구', '추천', '선물'] ['가족', '친구', '추천', '선물'] ['가족', '친구', '추천', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['커플'] ['커플'] ['커플'] ['커플'] ['커플'] ['가족', '명절', '선물'] ['가족', '명절', '선물'] ['가족', '명절', '선물'] ['가족', '명절', '선물'] ['가족', '명절', '선물'] ['가족', '명절', '선물'] ['가족', '명절', '선물'] ['가족', '명절', '선물'] ['가족', '명절', '선물'] ['부모님', '선물'] ['부모님', '선물'] ['부모님', '선물'] ['부모님', '선물'] ['부모님', '선물'] ['부모님', '선물'] ['가족'] ['가족'] ['가족'] ['가족'] ['가족'] ['가족'] ['부모님', '추천'] ['부모님', '추천'] ['부모님', '추천'] ['부모님', '추천'] ['부모님', '추천'] ['부모님', '복날', '선물'] ['부모님', '복날', '선물'] ['부모님', '복날', '선물'] ['부모님', '복날', '선물'] ['부모님', '복날', '선물'] ['부모님', '복날', '선물'] ['부모님', '복날', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['부모님', '파티'] ['부모님', '파티'] ['행사'] ['행사'] ['행사', '선물'] ['행사', '선물'] ['행사', '선물'] ['행사', '선물'] ['행사', '선물'] ['행사', '선물'] ['추천', '선물'] ['추천', '선물'] ['부모님'] ['부모님'] ['부모님'] ['부모님'] ['부모님', '명절', '선물', '안주'] ['부모님', '명절', '선물', '안주'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '추천'] ['명절', '안주']",복날 커플 친구 명절 부모님 안주 선물 추천 파티 가족 행사
370,['선물'],선물
380,"['기념일'] ['기념일'] ['기념일'] ['기념일'] ['기념일'] ['기념일'] ['추천', '선물'] ['추천'] ['반주']",기념일 반주 추천 선물
390,"['혼술', '추천'] ['안주']",혼술 추천 안주
391,"['추천'] ['기념일'] ['부모님'] ['커플'] ['부모님', '선물']",커플 부모님 기념일 선물 추천
392,"['선물'] ['선물'] ['선물'] ['선물'] ['파티', '선물']",선물 파티
396,"['반주'] ['반주'] ['반주'] ['반주'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['추천'] ['추천'] ['추천'] ['추천'] ['계절'] ['계절'] ['계절'] ['계절'] ['안주'] ['안주'] ['안주'] ['안주']",친구 반주 안주 선물 추천 계절
397,"['디저트'] ['디저트'] ['가족', '선물'] ['가족', '선물'] ['커플'] ['커플'] ['선물'] ['선물'] ['부모님', '선물'] ['부모님', '선물']",커플 디저트 부모님 선물 가족
398,"['계절', '안주'] ['계절', '안주'] ['계절', '안주'] ['안주'] ['안주'] ['안주'] ['선물'] ['선물'] ['반주', '안주'] ['반주', '안주'] ['커플'] ['커플']",커플 반주 안주 선물 계절
401,"['커플'] ['커플'] ['커플'] ['커플'] ['커플'] ['커플'] ['커플'] ['커플'] ['커플'] ['커플'] ['커플'] ['커플'] ['커플'] ['커플'] ['커플'] ['커플'] ['커플'] ['커플'] ['커플'] ['커플'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['디저트'] ['디저트'] ['디저트'] ['디저트'] ['디저트'] ['디저트'] ['디저트'] ['디저트'] ['디저트'] ['디저트']",선물 커플 디저트 친구
415,"['친구', '추천']",친구 추천
416,"['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['안주'] ['친구'] ['친구', '선물'] ['친구', '커플', '커플']",선물 커플 친구 안주
417,['선물'] ['선물'] ['선물'] ['선물'] ['부모님'],선물 부모님
418,"['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['친구', '파티'] ['친구', '파티']",선물 파티 친구
419,"['명절', '선물']",선물 명절
437,"['부모님', '선물'] ['안주'] ['부모님'] ['가족', '가족'] ['친구', '선물'] ['디저트'] ['친구'] ['추천']",디저트 친구 안주 부모님 선물 추천 가족
447,['선물'] ['선물'] ['명절'],선물 명절
450,"['파티'] ['명절', '명절'] ['추천'] ['친구', '선물'] ['친구', '선물'] ['선물'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['계절', '안주'] ['계절', '안주'] ['계절', '안주'] ['계절', '안주'] ['계절', '안주'] ['캠핑'] ['캠핑'] ['캠핑'] ['캠핑'] ['캠핑'] ['캠핑'] ['디저트']",디저트 친구 캠핑 명절 안주 선물 파티 추천 계절
452,"['부모님'] ['부모님'] ['부모님'] ['부모님'] ['부모님'] ['부모님'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['기념일', '파티', '선물'] ['기념일', '파티', '선물'] ['기념일', '파티', '선물'] ['기념일', '파티', '선물'] ['기념일', '파티', '선물'] ['크리스마스', '선물'] ['크리스마스', '선물'] ['크리스마스', '선물'] ['크리스마스', '선물'] ['크리스마스', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['친구', '선물'] ['친구', '선물'] ['디저트'] ['디저트'] ['디저트'] ['기념일', '크리스마스']",디저트 친구 명절 부모님 선물 기념일 파티 크리스마스
453,"['부모님'] ['부모님'] ['부모님'] ['부모님'] ['부모님'] ['행사', '선물'] ['행사', '선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['명절', '명절', '선물'] ['명절', '명절', '선물'] ['친구', '선물'] ['안주'] ['기념일']",친구 명절 부모님 안주 선물 기념일 행사
466,['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'],선물
479,,
480,['추천'],추천
492,"['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['가족', '명절', '선물'] ['친구', '친구', '커플', '선물'] ['가족', '가족', '부모님', '명절'] ['부모님', '선물'] ['부모님', '선물'] ['가족', '부모님'] ['부모님', '부모님', '명절', '선물'] ['친구'] ['안주'] ['안주'] ['안주'] ['안주'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절'] ['명절'] ['명절'] ['명절'] ['명절'] ['명절'] ['명절'] ['명절'] ['명절'] ['커플'] ['커플'] ['커플'] ['친구', '커플'] ['친구', '커플'] ['친구', '커플'] ['친구', '커플'] ['친구', '커플'] ['친구', '커플'] ['친구', '커플'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천']",커플 친구 명절 부모님 안주 선물 추천 가족
495,"['가족'] ['가족'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['친구', '선물'] ['반주'] ['반주'] ['반주'] ['반주'] ['반주'] ['친구'] ['친구'] ['친구'] ['친구'] ['캠핑', '추천'] ['캠핑', '추천'] ['캠핑', '추천'] ['캠핑', '추천']",친구 캠핑 반주 선물 추천 가족
500,"['친구', '선물'] ['친구', '선물'] ['안주']",선물 친구 안주
502,"['파티'] ['파티'] ['파티'] ['파티'] ['파티'] ['파티'] ['파티'] ['파티'] ['파티'] ['파티'] ['파티'] ['파티'] ['파티'] ['파티'] ['파티'] ['파티'] ['파티'] ['파티'] ['복날'] ['복날'] ['복날'] ['복날'] ['복날'] ['복날'] ['복날'] ['복날'] ['복날'] ['부모님'] ['부모님'] ['부모님'] ['부모님'] ['부모님'] ['부모님'] ['부모님'] ['부모님'] ['부모님'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['추천', '추천'] ['추천', '추천'] ['추천', '추천'] ['추천', '추천'] ['추천', '추천'] ['추천', '추천'] ['추천', '추천'] ['추천', '추천']",복날 부모님 선물 파티 추천
503,"['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['기념일'] ['기념일'] ['기념일'] ['기념일'] ['기념일'] ['기념일'] ['기념일'] ['명절'] ['명절'] ['명절'] ['명절'] ['명절'] ['명절'] ['명절'] ['명절'] ['명절'] ['명절'] ['명절'] ['명절'] ['명절'] ['명절'] ['부모님', '복날'] ['부모님', '복날'] ['부모님', '복날'] ['부모님', '복날'] ['부모님', '복날'] ['부모님', '복날'] ['부모님', '복날'] ['부모님'] ['부모님'] ['부모님'] ['부모님'] ['부모님'] ['부모님'] ['부모님']",복날 명절 부모님 선물 기념일
510,"['기념일', '선물'] ['기념일', '선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['행사'] ['친구', '선물'] ['친구', '커플', '선물'] ['커플', '커플', '기념일', '선물'] ['친구', '커플', '추천', '선물']",커플 친구 기념일 선물 추천 행사
511,"['선물'] ['선물'] ['파티', '선물'] ['친구', '선물'] ['디저트'] ['파티', '파티']",선물 디저트 파티 친구
515,['디저트'],디저트
518,"['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['명절', '명절'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['커플'] ['커플'] ['커플', '선물'] ['캠핑'] ['디저트'] ['디저트'] ['혼술'] ['혼술'] ['기념일', '선물'] ['추천', '안주', '안주'] ['디저트', '안주']",커플 디저트 친구 캠핑 명절 안주 선물 기념일 추천 혼술
520,"['부모님'] ['부모님'] ['부모님'] ['부모님'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['부모님', '디저트'] ['가족', '부모님'] ['안주'] ['추천', '안주'] ['가족', '안주', '안주'] ['가족', '명절'] ['추천'] ['복날', '안주'] ['명절', '추천', '선물'] ['가족', '반주', '선물'] ['부모님', '행사'] ['계절'] ['커플'] ['혼술', '선물'] ['부모님', '선물']",복날 커플 디저트 명절 반주 부모님 안주 선물 추천 가족 계절 혼술 행사
522,,
523,"['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물']",선물 친구
525,"['선물'] ['친구', '파티', '선물'] ['친구', '파티', '선물'] ['친구', '파티', '선물'] ['친구', '파티', '선물'] ['친구', '파티', '선물'] ['친구', '파티', '선물']",선물 파티 친구
526,"['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['커플'] ['커플'] ['커플'] ['커플'] ['커플'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물'] ['명절', '선물']",선물 커플 명절 친구
9,['혼술'] ['혼술'],혼술
16,['선물'] ['추천'],선물 추천
38,"['부모님'] ['친구'] ['친구'] ['커플'] ['추천'] ['디저트'] ['디저트'] ['디저트'] ['선물'] ['크리스마스', '선물'] ['크리스마스', '크리스마스', '선물'] ['파티', '디저트']",커플 디저트 친구 부모님 선물 추천 파티 크리스마스
40,['파티'] ['선물'] ['선물'],선물 파티
41,"['부모님', '선물'] ['선물'] ['선물']",선물 부모님
46,"['디저트', '디저트', '안주'] ['친구', '부모님', '선물'] ['친구', '친구', '파티']",디저트 친구 안주 부모님 선물 파티
47,['명절'] ['추천'] ['선물'] ['혼술'] ['반주'],명절 반주 선물 추천 혼술
61,"['추천', '디저트'] ['친구', '파티', '선물'] ['친구', '선물'] ['친구', '커플', '기념일', '파티', '선물'] ['선물'] ['친구', '커플', '추천']",커플 디저트 친구 선물 기념일 파티 추천
75,,
99,"['커플', '혼술'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['친구', '선물'] ['명절'] ['명절'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['디저트'] ['디저트'] ['디저트'] ['디저트'] ['디저트'] ['디저트'] ['디저트'] ['파티'] ['가족', '선물'] ['혼술'] ['혼술'] ['친구', '커플', '커플', '추천', '선물'] ['커플'] ['커플'] ['커플'] ['혼술', '추천', '추천'] ['부모님'] ['부모님'] ['친구', '파티', '선물'] ['안주'] ['안주', '안주'] ['친구', '혼술', '추천'] ['부모님', '부모님', '커플'] ['추천', '선물'] ['친구', '추천'] ['추천', '안주'] ['디저트', '디저트'] ['커플', '커플'] ['크리스마스']",커플 디저트 친구 명절 부모님 안주 선물 추천 파티 가족 크리스마스 혼술
113,"['선물'] ['선물'] ['추천', '선물'] ['안주', '안주'] ['명절', '선물']",선물 명절 추천 안주
115,"['추천', '안주', '안주'] ['안주', '안주'] ['안주', '안주'] ['안주', '안주']",추천 안주
126,,
136,"['가족', '친구', '커플', '명절', '선물', '안주', '안주', '안주']",커플 친구 명절 안주 선물 가족
138,['친구'],친구
139,['안주'],안주
142,,
143,"['안주', '안주', '안주'] ['선물'] ['안주', '안주']",선물 안주
147,['안주'],안주
153,"['부모님', '선물'] ['추천'] ['추천'] ['추천'] ['선물'] ['선물'] ['선물'] ['선물'] ['친구', '파티', '선물'] ['커플'] ['커플'] ['커플'] ['안주'] ['친구', '선물'] ['반주', '안주'] ['파티', '선물'] ['가족', '부모님'] ['혼술'] ['가족', '선물'] ['추천', '선물', '안주', '안주', '안주']",커플 친구 반주 부모님 안주 선물 파티 추천 가족 혼술
162,,
170,,
171,['선물'] ['선물'] ['디저트'] ['추천'],선물 디저트 추천
172,"['커플'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['안주'] ['추천'] ['추천'] ['혼술', '추천'] ['가족'] ['명절'] ['디저트'] ['디저트'] ['친구', '파티'] ['혼술'] ['파티']",커플 디저트 친구 명절 안주 선물 추천 파티 가족 혼술
177,"['추천', '디저트', '안주']",디저트 추천 안주
178,['친구'],친구
187,,
194,"['안주', '안주'] ['안주'] ['친구', '추천'] ['디저트']",디저트 친구 추천 안주
195,,
196,"['추천'] ['디저트'] ['파티'] ['부모님', '행사'] ['가족', '부모님', '선물'] ['혼술']",디저트 부모님 선물 파티 추천 가족 혼술 행사
208,['추천'],추천
211,['선물'] ['반주'],선물 반주
215,"['부모님'] ['선물'] ['선물'] ['선물'] ['명절', '선물'] ['친구'] ['커플'] ['파티', '선물'] ['반주'] ['반주'] ['친구', '명절'] ['커플', '커플', '추천', '안주'] ['친구', '파티', '추천', '선물'] ['친구', '선물'] ['커플', '기념일'] ['추천'] ['추천'] ['추천'] ['커플', '파티'] ['친구', '파티']",커플 친구 명절 반주 부모님 안주 선물 기념일 파티 추천
216,,
220,['추천'],추천
223,"['커플'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['친구', '디저트', '디저트', '디저트'] ['안주'] ['친구', '선물'] ['친구', '선물'] ['친구', '추천'] ['가족', '안주']",커플 디저트 친구 안주 선물 추천 가족
231,"['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['친구', '선물'] ['친구', '크리스마스'] ['추천'] ['커플', '디저트'] ['친구'] ['커플']",커플 디저트 친구 선물 추천 크리스마스
232,['안주'] ['안주'] ['추천'] ['반주'],반주 추천 안주
233,"['선물'] ['안주'] ['친구', '커플', '커플'] ['추천'] ['추천'] ['추천'] ['혼술'] ['안주', '안주'] ['안주', '안주', '안주'] ['디저트', '안주', '안주']",커플 디저트 친구 안주 선물 추천 혼술
234,,
240,"['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['파티'] ['파티'] ['안주'] ['안주'] ['안주'] ['안주'] ['안주'] ['가족'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['친구'] ['계절'] ['계절'] ['부모님'] ['디저트'] ['친구', '선물'] ['친구', '선물'] ['친구', '파티', '선물'] ['친구', '파티', '선물'] ['안주', '안주', '안주'] ['안주', '안주', '안주'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['부모님', '혼술', '명절', '선물'] ['커플'] ['부모님', '반주', '디저트'] ['친구', '커플'] ['복날'] ['안주', '안주'] ['혼술'] ['친구', '커플', '혼술'] ['커플', '혼술']",복날 커플 디저트 친구 명절 반주 안주 부모님 선물 파티 추천 가족 혼술 계절
254,"['파티', '파티'] ['선물'] ['선물'] ['선물'] ['친구'] ['행사'] ['혼술'] ['디저트']",디저트 친구 선물 파티 혼술 행사
257,"['선물'] ['선물'] ['가족'] ['선물', '안주'] ['부모님', '부모님', '파티'] ['친구'] ['명절'] ['반주']",친구 명절 반주 안주 부모님 선물 파티 가족
258,"['선물'] ['커플', '크리스마스', '선물']",선물 커플 크리스마스
275,"['기념일'] ['디저트'] ['디저트'] ['가족', '부모님'] ['부모님'] ['부모님'] ['안주'] ['추천'] ['추천'] ['계절'] ['친구', '부모님', '커플', '커플'] ['명절'] ['커플', '파티', '파티'] ['행사']",커플 디저트 친구 명절 행사 안주 부모님 기념일 추천 파티 가족 계절
276,"['부모님', '안주']",안주 부모님
278,"['추천'] ['추천'] ['추천'] ['추천'] ['반주'] ['부모님'] ['부모님'] ['부모님'] ['선물'] ['선물'] ['선물'] ['선물'] ['안주'] ['명절'] ['명절'] ['가족', '명절', '선물'] ['계절', '선물'] ['명절', '명절'] ['가족', '부모님', '선물', '디저트'] ['가족', '선물'] ['안주', '안주', '안주', '안주']",디저트 명절 반주 안주 부모님 선물 추천 가족 계절
280,['선물'] ['커플'] ['부모님'] ['디저트'],선물 커플 디저트 부모님
281,['혼술'] ['디저트'],혼술 디저트
282,['부모님'],부모님
291,"['친구', '파티'] ['커플'] ['커플'] ['선물'] ['선물'] ['커플', '선물'] ['커플', '선물'] ['친구', '선물', '디저트'] ['추천', '안주'] ['친구', '선물']",커플 디저트 친구 안주 선물 파티 추천
292,"['커플'] ['커플', '행사'] ['커플', '선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['선물'] ['크리스마스'] ['커플', '파티', '파티'] ['커플', '커플', '추천'] ['친구'] ['추천']",커플 친구 선물 파티 추천 크리스마스 행사
298,"['가족', '부모님', '선물']",선물 가족 부모님
313,['친구'],친구
314,['명절'],명절
321,"['가족', '파티', '파티']",파티 가족
322,['친구'],친구
341,"['부모님'] ['반주', '추천'] ['디저트']",디저트 반주 추천 부모님
346,['커플'],커플
348,['반주'] ['반주'] ['반주'] ['반주'] ['친구'] ['친구'] ['부모님'] ['추천'] ['혼술'] ['안주'] ['디저트'],디저트 친구 반주 부모님 안주 추천 혼술
349,"['선물'] ['반주'] ['친구', '선물']",선물 반주 친구
356,,
361,['친구'],친구
386,['선물'],선물
388,['친구'] ['계절'],계절 친구
404,"['디저트'] ['디저트'] ['디저트'] ['디저트'] ['안주', '안주']",디저트 안주
406,"['추천', '선물']",선물 추천
431,"['친구', '선물'] ['선물'] ['추천'] ['추천'] ['친구'] ['안주']",선물 친구 추천 안주
432,['선물'],선물
433,,
436,,
448,"['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['추천'] ['친구', '커플', '커플'] ['안주'] ['선물'] ['선물'] ['선물'] ['선물'] ['디저트'] ['친구', '선물'] ['계절'] ['가족'] ['기념일'] ['계절', '디저트'] ['친구'] ['친구']",커플 디저트 친구 안주 선물 기념일 추천 가족 계절
471,,
473,"['디저트'] ['커플', '선물'] ['선물'] ['선물']",선물 커플 디저트
493,"['친구'] ['친구', '선물'] ['안주'] ['친구', '커플', '추천', '디저트', '디저트', '디저트']",커플 디저트 친구 안주 선물 추천
524,"['추천', '선물'] ['선물'] ['선물'] ['부모님']",선물 추천 부모님
532,"['친구', '선물']",선물 친구
